Age,Gender,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditScore,EmploymentStatus,MaritalStatus,PropertyArea,Output
21,Male,36360,45924,394554,15,309,Employed,Widowed,Semiurban,1
41,Male,40865,42694,489873,321,724,Self-employed,Widowed,Semiurban,0
31,Female,8458,26839,622243,286,811,Employed,Married,Semiurban,0
22,Female,11151,49264,165675,47,616,Unemployed,Divorced,Urban,0
35,Female,56869,2263,533955,52,433,Self-employed,Divorced,Urban,1
59,Female,74024,25002,340973,101,317,Self-employed,Single,Rural,0
36,Female,26541,38022,724934,251,646,Unemployed,Widowed,Rural,1
29,Female,23803,25642,184172,229,667,Self-employed,Single,Urban,0
35,Female,45183,35579,29238,119,467,Self-employed,Married,Rural,0
34,Female,46776,12571,487294,37,316,Employed,Single,Semiurban,0
47,Female,64323,17217,724671,335,821,Employed,Divorced,Rural,1
41,Male,13170,48225,746253,158,806,Unemployed,Widowed,Semiurban,1
28,Female,49284,7227,367717,222,773,Employed,Divorced,Rural,0
52,Female,11260,41189,351547,251,842,Self-employed,Single,Semiurban,0
40,Male,9636,14207,743493,277,605,Unemployed,Married,Rural,1
34,Male,38108,46722,779783,355,678,Unemployed,Single,Semiurban,1
18,Male,17941,12672,278328,266,639,Unemployed,Divorced,Urban,0
32,Female,70971,41783,353493,12,450,Self-employed,Widowed,Urban,0
49,Female,30355,35286,292626,210,344,Employed,Single,Semiurban,0
26,Female,74836,20051,489909,269,506,Self-employed,Widowed,Urban,1
32,Female,35733,28879,702924,294,721,Self-employed,Widowed,Rural,1
45,Male,9444,28845,20660,323,438,Employed,Single,Urban,1
41,Female,16610,10015,740582,207,691,Employed,Divorced,Semiurban,0
52,Female,68036,42064,502515,121,683,Self-employed,Married,Urban,0
39,Male,6554,17425,234945,217,748,Employed,Divorced,Rural,0
44,Female,27545,21496,553767,165,502,Self-employed,Single,Semiurban,1
36,Female,52139,707,462431,134,309,Employed,Widowed,Urban,0
62,Female,63971,17767,789498,352,649,Self-employed,Divorced,Urban,0
29,Female,48059,26467,760209,153,375,Employed,Married,Urban,1
37,Male,8771,17686,202516,316,516,Unemployed,Widowed,Rural,0
18,Male,71468,7118,304374,83,591,Employed,Married,Urban,0
38,Male,28055,11213,205691,267,303,Self-employed,Widowed,Rural,1
62,Male,39202,31485,8340,57,677,Employed,Married,Semiurban,0
18,Female,29700,15501,110251,263,337,Employed,Married,Rural,0
27,Female,5567,8868,561117,226,594,Self-employed,Single,Urban,1
64,Female,69194,29333,667399,44,388,Employed,Single,Semiurban,0
49,Male,44836,42523,765776,253,574,Unemployed,Widowed,Urban,0
56,Male,28627,34028,253185,293,813,Unemployed,Single,Urban,0
39,Male,40568,10545,405371,259,449,Unemployed,Single,Rural,1
35,Female,22760,357,489341,121,612,Unemployed,Married,Urban,0
65,Female,31985,21788,393230,202,399,Employed,Widowed,Rural,0
63,Male,42785,38180,437654,219,558,Unemployed,Married,Semiurban,1
49,Male,37583,36002,776920,97,578,Employed,Single,Semiurban,1
44,Female,35738,16802,632501,37,303,Unemployed,Single,Semiurban,1
45,Female,26204,20339,603221,98,711,Unemployed,Divorced,Urban,0
35,Female,18643,1593,512112,237,625,Self-employed,Married,Rural,0
56,Male,72561,4602,513719,136,818,Employed,Single,Urban,0
46,Male,39126,46737,644041,323,300,Employed,Widowed,Urban,1
35,Male,60126,9577,367499,228,717,Employed,Widowed,Rural,0
61,Male,47258,45367,398218,18,479,Self-employed,Single,Urban,0
25,Female,36527,30329,389258,331,309,Employed,Single,Semiurban,1
48,Female,25898,10943,595148,26,674,Self-employed,Single,Rural,0
51,Female,58912,33012,437118,19,751,Employed,Widowed,Semiurban,0
24,Male,48435,4572,742884,350,409,Unemployed,Single,Urban,1
53,Female,5794,49766,318878,332,424,Self-employed,Married,Urban,0
35,Female,71126,16250,68261,112,731,Self-employed,Divorced,Semiurban,0
55,Female,16698,16633,430277,133,600,Self-employed,Divorced,Urban,0
26,Female,14332,44053,654814,37,402,Employed,Divorced,Urban,1
26,Female,11593,39388,696250,174,369,Unemployed,Married,Rural,0
63,Male,60132,26171,619184,293,409,Self-employed,Single,Rural,0
25,Female,13036,5869,741725,86,523,Self-employed,Divorced,Semiurban,0
52,Female,55164,5971,344147,187,523,Employed,Widowed,Urban,0
35,Male,21351,49662,327215,195,513,Employed,Single,Semiurban,0
22,Male,60413,13957,543285,260,847,Unemployed,Widowed,Urban,0
31,Female,20059,5968,572806,346,642,Self-employed,Divorced,Rural,1
45,Female,29188,21253,377029,304,656,Self-employed,Married,Rural,0
47,Female,69852,25941,397624,171,738,Self-employed,Divorced,Urban,0
21,Female,13829,7647,237819,261,555,Self-employed,Divorced,Rural,1
56,Male,75673,25499,29686,203,781,Self-employed,Single,Rural,0
37,Female,26502,31785,496542,218,703,Unemployed,Single,Urban,0
42,Male,29204,16457,461107,50,341,Self-employed,Divorced,Rural,0
45,Female,3265,9000,342835,307,687,Employed,Married,Urban,0
29,Female,37751,37909,542362,18,328,Self-employed,Widowed,Semiurban,1
19,Female,26315,34894,23091,57,502,Self-employed,Widowed,Urban,0
60,Male,49457,18588,769938,270,626,Self-employed,Married,Semiurban,1
31,Female,48875,6470,798147,330,353,Self-employed,Single,Urban,0
39,Female,62359,15473,43821,48,789,Self-employed,Divorced,Urban,0
48,Male,45420,16161,549487,12,716,Unemployed,Divorced,Urban,1
40,Female,35379,20063,226930,235,659,Employed,Divorced,Urban,0
65,Male,66102,12908,464266,49,848,Unemployed,Widowed,Urban,0
37,Female,56664,11850,401255,177,504,Employed,Married,Semiurban,0
55,Male,72960,984,797293,107,579,Employed,Married,Rural,1
21,Male,77475,7187,463248,228,354,Employed,Divorced,Urban,0
32,Male,61469,27856,581296,73,522,Self-employed,Divorced,Semiurban,1
41,Female,36396,20339,324812,127,407,Unemployed,Married,Semiurban,0
42,Male,15176,43613,127494,82,808,Employed,Widowed,Urban,0
18,Male,67036,38481,777555,305,305,Employed,Single,Urban,0
24,Female,9907,14083,297835,301,806,Self-employed,Divorced,Urban,1
48,Male,5372,48287,488284,210,470,Self-employed,Married,Semiurban,0
29,Female,29572,43906,763831,323,567,Unemployed,Widowed,Urban,1
59,Female,26592,25435,290959,176,492,Employed,Single,Urban,0
22,Male,15102,2085,745604,223,479,Employed,Married,Rural,0
61,Male,27642,30837,350608,310,369,Employed,Divorced,Semiurban,0
59,Female,5139,39301,92771,198,329,Unemployed,Married,Urban,1
55,Male,79179,16183,423317,338,418,Self-employed,Widowed,Semiurban,0
29,Male,20643,35495,231198,158,809,Self-employed,Divorced,Urban,0
56,Male,62117,33144,211549,46,759,Unemployed,Married,Urban,0
35,Male,30780,39760,519190,28,757,Self-employed,Married,Semiurban,1
19,Female,62332,46953,656890,191,338,Employed,Divorced,Semiurban,0
27,Female,32632,22084,423632,221,561,Employed,Divorced,Semiurban,0
32,Male,40493,37458,640472,48,483,Unemployed,Widowed,Semiurban,1
47,Female,50352,1065,734800,118,819,Self-employed,Divorced,Rural,0
61,Male,31408,3682,570314,236,827,Unemployed,Widowed,Semiurban,1
34,Male,27939,47561,685696,115,685,Unemployed,Married,Urban,0
21,Male,48880,32488,388119,143,552,Self-employed,Divorced,Urban,0
24,Male,38843,31460,10260,110,310,Unemployed,Widowed,Semiurban,0
58,Female,40930,8820,674017,321,510,Employed,Married,Semiurban,1
48,Male,31870,18757,737277,145,815,Unemployed,Single,Semiurban,0
56,Female,60144,46588,527045,260,659,Employed,Married,Semiurban,1
51,Male,60103,23146,741952,354,367,Employed,Divorced,Semiurban,0
23,Female,42770,8058,157355,80,726,Unemployed,Widowed,Urban,0
55,Female,32158,22852,792899,238,308,Employed,Single,Rural,0
62,Female,49401,14118,747132,217,836,Unemployed,Widowed,Semiurban,0
51,Female,14992,36742,142173,63,365,Unemployed,Widowed,Semiurban,1
61,Male,27390,6659,400976,43,472,Self-employed,Single,Semiurban,0
32,Female,47858,4841,410864,267,321,Unemployed,Single,Semiurban,0
31,Male,18756,18335,500213,217,341,Employed,Widowed,Rural,0
23,Female,23971,47351,92298,143,503,Unemployed,Divorced,Rural,1
54,Female,9071,20305,547371,287,454,Unemployed,Single,Urban,1
49,Female,48517,3424,415720,63,822,Self-employed,Divorced,Semiurban,0
20,Male,8586,47501,698457,278,761,Self-employed,Single,Semiurban,0
20,Female,21703,14538,476817,58,377,Employed,Widowed,Urban,1
39,Male,78177,42285,218720,211,403,Employed,Single,Urban,0
39,Male,38735,45276,672056,10,577,Employed,Widowed,Semiurban,1
27,Male,68358,3769,480751,328,356,Employed,Single,Rural,1
20,Female,41648,31586,496890,112,638,Self-employed,Single,Urban,0
29,Female,14129,26447,262416,248,573,Unemployed,Single,Semiurban,0
46,Female,38656,20015,634359,153,732,Self-employed,Married,Semiurban,0
65,Female,31665,35078,354402,184,690,Self-employed,Single,Semiurban,0
34,Female,15499,2343,591359,179,641,Self-employed,Married,Urban,0
24,Female,77888,3386,362112,328,559,Unemployed,Divorced,Urban,0
30,Female,21654,35107,59094,144,473,Unemployed,Divorced,Urban,0
19,Male,77653,683,93251,180,494,Self-employed,Single,Semiurban,1
21,Female,71529,25451,290547,258,740,Unemployed,Divorced,Urban,1
27,Male,20982,1054,7422,255,571,Self-employed,Single,Semiurban,0
56,Male,32173,23595,396601,141,606,Self-employed,Married,Rural,0
41,Female,39525,20398,110894,27,607,Employed,Divorced,Rural,0
34,Female,29328,23685,673815,43,506,Self-employed,Widowed,Rural,1
23,Male,13360,348,228730,32,416,Self-employed,Single,Urban,1
36,Male,24625,28890,707469,287,304,Self-employed,Single,Semiurban,0
22,Female,46894,16362,524941,284,798,Employed,Divorced,Urban,0
49,Male,18471,33790,411757,125,600,Unemployed,Divorced,Rural,0
27,Male,41883,25025,675841,258,724,Employed,Divorced,Semiurban,0
26,Male,4703,503,47478,70,389,Unemployed,Single,Rural,0
44,Male,78687,41045,305737,79,327,Employed,Widowed,Semiurban,0
30,Female,53570,44282,601584,308,843,Unemployed,Single,Urban,0
36,Female,71683,13576,441135,322,516,Employed,Single,Semiurban,1
38,Male,67524,33290,570958,179,370,Self-employed,Married,Rural,1
41,Male,36515,11884,25954,265,329,Unemployed,Single,Semiurban,0
55,Male,75768,25205,38341,290,555,Employed,Single,Semiurban,0
21,Female,17151,32785,556707,78,695,Employed,Single,Rural,1
41,Female,77866,1268,578947,84,820,Employed,Widowed,Rural,0
52,Male,51190,1176,749015,49,622,Unemployed,Divorced,Rural,1
20,Male,78812,18016,138294,238,669,Self-employed,Single,Rural,0
21,Male,58195,12745,230971,8,455,Employed,Married,Semiurban,0
54,Female,66108,11961,514198,84,513,Unemployed,Married,Semiurban,0
57,Male,20535,36381,98901,186,382,Unemployed,Divorced,Rural,1
65,Male,45050,49266,646209,144,704,Self-employed,Married,Semiurban,0
52,Male,34976,41712,30162,308,309,Self-employed,Married,Rural,0
48,Male,2599,39358,606181,12,579,Self-employed,Widowed,Semiurban,0
61,Male,59948,6768,188874,329,580,Unemployed,Single,Urban,0
42,Female,61867,18972,574857,218,389,Unemployed,Single,Semiurban,1
57,Female,5709,33089,122937,6,428,Self-employed,Single,Rural,1
30,Female,26110,7626,32277,189,608,Employed,Single,Urban,0
21,Male,51365,45281,371519,256,784,Self-employed,Single,Urban,0
63,Female,7723,28403,353100,220,406,Self-employed,Married,Rural,1
31,Male,57704,29032,587187,82,804,Self-employed,Widowed,Rural,0
30,Female,29394,30226,760373,48,582,Self-employed,Single,Semiurban,0
44,Female,66120,49985,709389,162,406,Employed,Married,Semiurban,1
23,Male,12316,28783,17167,23,454,Employed,Divorced,Urban,0
34,Male,24622,8403,574638,348,531,Self-employed,Married,Semiurban,0
53,Male,26844,42216,675950,225,748,Unemployed,Widowed,Semiurban,0
57,Female,53560,29619,485348,78,679,Unemployed,Single,Semiurban,0
52,Male,61921,49310,465262,195,632,Employed,Single,Urban,0
34,Female,23162,2619,232371,267,375,Self-employed,Single,Semiurban,0
58,Female,30833,1347,196002,149,560,Unemployed,Widowed,Semiurban,1
19,Female,19206,3164,486039,134,636,Employed,Divorced,Rural,0
30,Male,53747,13559,704866,283,529,Employed,Divorced,Urban,1
19,Male,77827,27788,281518,307,520,Employed,Married,Rural,0
45,Male,79195,33678,291695,195,697,Employed,Married,Urban,0
60,Female,57387,7166,99188,156,711,Self-employed,Single,Rural,0
43,Female,27226,35219,237882,312,700,Employed,Single,Rural,0
39,Male,8500,44763,387910,100,797,Unemployed,Single,Rural,0
64,Female,3634,403,715944,43,473,Self-employed,Married,Rural,1
60,Female,16059,10033,263295,161,600,Employed,Single,Semiurban,0
20,Female,72350,27224,228590,305,402,Unemployed,Married,Semiurban,1
52,Male,6076,18074,273496,352,820,Unemployed,Married,Semiurban,1
29,Female,40210,3485,629763,47,463,Unemployed,Widowed,Rural,1
41,Female,27931,46519,378710,321,304,Self-employed,Single,Urban,0
22,Male,34007,9448,461533,131,477,Self-employed,Single,Urban,0
37,Male,24744,20672,324224,318,326,Unemployed,Married,Rural,0
56,Male,32396,13410,275738,82,460,Self-employed,Married,Rural,0
56,Male,51954,14262,537763,101,414,Employed,Married,Semiurban,0
30,Male,68038,27760,781854,268,677,Employed,Widowed,Rural,1
58,Male,14756,9834,134599,312,396,Employed,Widowed,Semiurban,1
62,Female,12605,32279,625271,230,435,Self-employed,Married,Semiurban,1
29,Female,24416,27928,173496,116,687,Self-employed,Widowed,Rural,0
30,Female,58558,49674,463426,243,463,Self-employed,Widowed,Urban,0
27,Female,39487,20829,80923,210,714,Unemployed,Divorced,Urban,0
50,Male,4870,22843,243268,293,435,Employed,Single,Rural,0
57,Female,6758,34712,269814,268,457,Unemployed,Married,Semiurban,1
33,Male,40736,19955,326407,81,697,Unemployed,Divorced,Semiurban,0
62,Male,79195,34328,40316,148,665,Employed,Divorced,Urban,0
52,Female,67138,31632,547998,320,601,Self-employed,Widowed,Semiurban,0
20,Female,52250,37515,253556,90,648,Unemployed,Married,Urban,0
22,Male,42558,7154,700174,257,693,Unemployed,Widowed,Rural,0
43,Male,55092,28170,105510,338,623,Self-employed,Divorced,Rural,0
28,Male,77121,46857,10179,237,349,Self-employed,Divorced,Semiurban,1
24,Male,57604,49744,722298,300,623,Employed,Divorced,Rural,1
27,Female,39039,31163,479428,324,813,Unemployed,Single,Rural,0
59,Male,71859,12085,30063,135,762,Employed,Married,Semiurban,0
51,Female,50745,27244,447832,290,374,Unemployed,Single,Semiurban,0
20,Male,7461,5327,713835,322,800,Employed,Divorced,Urban,0
25,Male,42831,17139,339645,34,487,Employed,Divorced,Rural,0
48,Male,53137,25875,38566,233,428,Self-employed,Divorced,Rural,0
28,Female,36030,33264,646776,299,792,Unemployed,Single,Semiurban,0
62,Male,7731,13060,426090,12,396,Employed,Widowed,Rural,1
24,Female,23500,15656,450608,35,664,Self-employed,Married,Urban,0
62,Female,77439,18805,434339,220,800,Self-employed,Widowed,Urban,0
19,Female,35117,34366,181389,120,464,Self-employed,Widowed,Semiurban,1
23,Male,33174,28855,328361,220,476,Unemployed,Divorced,Rural,0
58,Female,35208,4127,202467,169,572,Employed,Single,Urban,1
49,Female,70688,45891,29939,175,626,Unemployed,Widowed,Rural,0
37,Male,27960,38319,438672,226,698,Unemployed,Single,Semiurban,0
51,Male,12247,3590,787172,265,710,Self-employed,Single,Semiurban,0
33,Female,28038,12973,670697,217,363,Unemployed,Single,Rural,0
42,Female,29770,16845,198547,266,746,Unemployed,Married,Urban,0
29,Male,74485,37734,147095,307,640,Employed,Widowed,Semiurban,0
24,Female,66654,48087,635176,336,528,Self-employed,Divorced,Rural,1
56,Female,69741,27281,65916,135,804,Self-employed,Divorced,Rural,0
34,Female,59773,44283,527374,110,549,Employed,Married,Urban,1
62,Male,54633,16549,240778,59,369,Unemployed,Widowed,Semiurban,0
28,Female,21564,27623,489243,113,811,Employed,Divorced,Rural,0
23,Male,20114,34496,445836,320,644,Employed,Single,Semiurban,0
40,Male,34803,24080,219766,294,846,Unemployed,Divorced,Semiurban,0
44,Male,61341,4697,352429,260,572,Self-employed,Widowed,Semiurban,1
63,Female,25545,15730,553686,283,644,Employed,Single,Rural,0
23,Male,64759,28245,610794,52,759,Unemployed,Married,Rural,0
55,Female,78488,44134,297279,139,406,Self-employed,Divorced,Urban,1
19,Male,70071,31313,209950,29,787,Employed,Divorced,Urban,0
39,Female,55866,18557,641384,122,343,Employed,Married,Semiurban,0
37,Female,72499,37,766089,244,801,Self-employed,Widowed,Rural,1
42,Female,65153,29908,499541,312,724,Employed,Single,Semiurban,0
32,Male,14860,40254,151365,46,348,Employed,Divorced,Rural,1
46,Female,19670,2021,451185,255,359,Unemployed,Widowed,Rural,0
25,Female,43280,39648,149266,328,557,Employed,Single,Semiurban,0
54,Male,63439,37289,118283,94,413,Employed,Divorced,Urban,0
50,Male,37061,8839,96182,97,648,Unemployed,Widowed,Rural,0
39,Female,52764,31005,459003,86,697,Unemployed,Widowed,Semiurban,0
64,Male,25810,3302,623589,135,769,Self-employed,Married,Urban,0
22,Male,47588,8511,501147,96,314,Self-employed,Divorced,Urban,0
56,Male,17933,20991,40507,105,848,Self-employed,Single,Rural,0
35,Female,32034,39136,768873,83,437,Unemployed,Divorced,Semiurban,1
55,Male,3947,43513,437775,48,564,Employed,Married,Urban,0
54,Female,21715,9914,618053,128,380,Employed,Single,Rural,0
47,Male,32956,9948,142939,293,602,Employed,Widowed,Semiurban,0
48,Male,18303,44638,494535,28,573,Employed,Married,Rural,0
27,Female,26031,28354,8943,149,412,Unemployed,Single,Semiurban,1
32,Male,19977,5873,462629,263,708,Self-employed,Single,Rural,0
59,Male,44707,31461,675883,12,664,Self-employed,Divorced,Rural,0
65,Male,16465,7498,631052,282,540,Self-employed,Widowed,Semiurban,0
61,Male,77761,23556,596316,191,388,Unemployed,Married,Rural,0
35,Female,18640,32606,434605,100,571,Self-employed,Widowed,Semiurban,0
40,Female,33535,27091,144990,30,554,Unemployed,Married,Urban,0
50,Female,41280,5635,182682,296,788,Employed,Divorced,Urban,0
33,Female,4991,33532,181893,232,544,Unemployed,Single,Rural,0
55,Female,19801,22690,293329,178,398,Unemployed,Divorced,Semiurban,0
52,Female,9965,17036,288546,140,372,Self-employed,Married,Urban,1
51,Female,15730,45040,258922,293,587,Employed,Widowed,Semiurban,0
45,Male,31553,47911,624148,314,510,Unemployed,Single,Urban,0
19,Female,10301,44562,427792,74,833,Unemployed,Married,Semiurban,0
47,Female,20936,10321,757656,286,382,Unemployed,Single,Semiurban,1
30,Female,16155,29152,290278,356,541,Unemployed,Single,Urban,0
58,Male,50848,20348,520372,347,311,Self-employed,Divorced,Urban,0
33,Female,4042,20995,185311,338,816,Self-employed,Married,Rural,0
22,Female,20565,24762,644538,236,415,Self-employed,Widowed,Semiurban,1
45,Female,49602,145,530556,347,646,Employed,Divorced,Rural,0
56,Male,39260,5101,244058,322,319,Self-employed,Divorced,Urban,0
62,Female,38326,4247,724984,312,435,Unemployed,Divorced,Urban,0
37,Male,44581,9578,322341,263,745,Unemployed,Married,Semiurban,1
41,Male,5658,4188,409487,178,737,Employed,Married,Semiurban,0
44,Male,39548,31774,784812,37,472,Employed,Single,Urban,1
47,Male,21668,43547,370102,205,816,Unemployed,Single,Rural,0
62,Female,42285,2696,647147,85,458,Self-employed,Single,Semiurban,0
44,Male,24546,41008,274656,358,704,Self-employed,Single,Semiurban,0
43,Male,39874,46958,466552,80,811,Unemployed,Divorced,Rural,1
24,Female,53318,19713,593256,269,303,Employed,Widowed,Urban,0
59,Male,39165,44549,650822,90,403,Unemployed,Single,Urban,1
64,Male,64970,43548,65757,222,672,Employed,Married,Urban,0
55,Male,58820,30875,112753,126,581,Self-employed,Single,Urban,1
22,Male,47411,25350,397426,25,582,Self-employed,Married,Rural,1
40,Male,77998,4641,101381,154,776,Unemployed,Widowed,Urban,0
45,Male,38479,5559,493113,12,534,Self-employed,Divorced,Semiurban,1
51,Female,41906,34028,673124,91,477,Unemployed,Widowed,Semiurban,0
32,Female,75198,49801,681524,152,637,Unemployed,Widowed,Semiurban,0
49,Female,74940,11631,376059,321,801,Employed,Divorced,Rural,0
43,Female,44605,35816,333823,192,521,Unemployed,Married,Rural,0
65,Male,11542,2023,427429,330,755,Unemployed,Widowed,Semiurban,0
48,Male,29774,25656,339383,306,658,Self-employed,Divorced,Urban,0
36,Male,10556,20654,623674,323,709,Employed,Married,Urban,0
26,Female,48123,21717,507877,198,761,Employed,Married,Urban,0
46,Female,44586,34842,146878,287,490,Employed,Married,Urban,0
56,Male,16864,32550,251507,193,444,Self-employed,Divorced,Semiurban,0
21,Male,60989,45202,545446,23,643,Employed,Single,Urban,0
20,Female,58093,45923,459049,320,456,Self-employed,Divorced,Rural,0
46,Female,35749,35080,119523,154,607,Employed,Widowed,Urban,0
28,Female,61739,3474,556497,51,427,Unemployed,Divorced,Urban,0
50,Female,44996,14171,280907,17,323,Employed,Divorced,Semiurban,0
55,Male,19305,3260,696616,235,424,Self-employed,Widowed,Urban,0
28,Female,79474,49109,719551,118,474,Self-employed,Divorced,Semiurban,1
44,Female,18318,5618,475969,165,400,Unemployed,Divorced,Semiurban,0
50,Male,54810,45765,571393,232,350,Unemployed,Widowed,Urban,1
38,Male,39820,34118,105408,188,557,Self-employed,Single,Semiurban,0
56,Male,63800,9285,632711,60,467,Employed,Single,Rural,0
48,Female,72942,38816,452626,271,404,Unemployed,Married,Semiurban,0
55,Female,22661,8141,123747,40,334,Unemployed,Single,Semiurban,0
63,Female,32816,28352,682224,85,727,Employed,Divorced,Urban,1
19,Female,14850,44056,266769,11,638,Self-employed,Widowed,Urban,0
44,Male,67057,23707,70945,132,452,Unemployed,Married,Semiurban,0
53,Male,41866,22161,136717,73,805,Unemployed,Divorced,Rural,0
28,Female,28644,1854,88471,195,379,Self-employed,Married,Rural,1
64,Female,54919,18650,649338,249,330,Employed,Widowed,Semiurban,0
35,Female,29428,16944,661473,14,524,Employed,Divorced,Semiurban,0
18,Male,60491,7546,713099,162,508,Unemployed,Married,Semiurban,1
52,Female,35380,48321,459903,76,479,Self-employed,Married,Semiurban,0
52,Male,74822,7207,252487,139,718,Employed,Single,Urban,0
48,Female,77604,29268,664952,305,796,Self-employed,Married,Semiurban,0
45,Male,77341,6486,117695,325,604,Unemployed,Single,Semiurban,0
56,Male,5017,31222,29552,254,613,Employed,Single,Rural,1
18,Female,11926,29121,329042,328,633,Self-employed,Widowed,Semiurban,0
42,Male,46508,18767,319262,49,363,Self-employed,Single,Semiurban,1
60,Male,25486,38915,549032,121,607,Unemployed,Married,Semiurban,0
55,Female,31511,10017,289190,233,339,Employed,Single,Semiurban,0
37,Male,12002,15094,637196,62,542,Unemployed,Single,Semiurban,1
20,Female,50586,31236,594220,249,660,Unemployed,Married,Rural,0
19,Male,70737,7664,393608,62,544,Employed,Widowed,Urban,0
35,Male,66668,29921,637517,148,444,Self-employed,Widowed,Urban,1
61,Male,29048,29845,102219,197,329,Self-employed,Married,Rural,0
27,Male,42324,14573,430693,12,727,Self-employed,Divorced,Semiurban,0
22,Female,68877,1683,467621,280,681,Employed,Divorced,Rural,0
26,Female,76232,9390,141272,139,752,Unemployed,Married,Semiurban,1
19,Female,16525,33777,531327,44,480,Self-employed,Single,Urban,1
51,Male,54634,48588,214687,198,797,Self-employed,Married,Urban,0
55,Male,63491,31777,94374,332,497,Employed,Married,Urban,0
48,Female,7565,42667,104611,30,642,Employed,Divorced,Semiurban,1
27,Female,74053,29111,459572,107,332,Unemployed,Divorced,Semiurban,0
29,Female,16287,29980,142706,156,633,Unemployed,Married,Rural,0
53,Female,79365,35380,69899,222,533,Self-employed,Single,Semiurban,0
38,Male,4422,23808,531012,235,847,Self-employed,Widowed,Semiurban,0
64,Female,31060,7226,763354,272,829,Employed,Married,Urban,0
23,Male,43633,22447,775989,167,727,Unemployed,Married,Semiurban,1
65,Female,73521,37109,190519,292,565,Self-employed,Widowed,Rural,0
20,Male,15790,17926,686972,171,594,Employed,Divorced,Rural,1
27,Female,27168,17621,47773,252,739,Unemployed,Single,Urban,0
22,Female,26019,11167,494854,179,631,Unemployed,Divorced,Semiurban,0
63,Male,45739,5709,623767,14,450,Unemployed,Widowed,Urban,1
43,Male,5668,13240,80012,281,600,Employed,Widowed,Urban,0
38,Female,78280,35031,422294,64,644,Unemployed,Widowed,Rural,0
62,Male,30754,32146,325578,90,610,Employed,Widowed,Urban,0
43,Female,57614,49434,451811,155,482,Employed,Single,Urban,0
55,Male,6509,7998,601323,326,446,Employed,Married,Rural,1
61,Female,4500,49083,81840,65,449,Unemployed,Married,Urban,1
43,Female,77440,40508,683254,130,566,Self-employed,Widowed,Urban,1
25,Female,28921,10812,488548,46,789,Self-employed,Single,Semiurban,0
22,Female,56551,31101,344677,342,430,Employed,Widowed,Semiurban,0
32,Female,18683,14228,428996,178,446,Employed,Single,Semiurban,0
33,Female,79952,24747,491584,265,674,Self-employed,Married,Semiurban,0
18,Female,16833,46300,424722,331,784,Unemployed,Single,Rural,0
33,Female,20290,29790,659482,178,803,Self-employed,Married,Rural,0
54,Male,16003,1882,637906,191,803,Self-employed,Single,Semiurban,0
20,Male,73656,38955,513319,246,518,Unemployed,Divorced,Urban,0
64,Male,43253,18659,231772,344,794,Employed,Single,Urban,0
48,Female,53025,47420,624884,99,845,Self-employed,Widowed,Urban,0
30,Female,73708,23258,318164,68,310,Employed,Divorced,Semiurban,0
33,Female,24706,23886,150057,226,560,Unemployed,Divorced,Urban,1
60,Male,44732,41560,219525,13,370,Unemployed,Divorced,Rural,0
38,Male,78591,31343,389754,218,463,Unemployed,Divorced,Semiurban,0
19,Male,34716,18407,553370,214,560,Unemployed,Divorced,Semiurban,0
44,Male,8880,49618,671682,214,710,Unemployed,Divorced,Urban,0
55,Male,30949,3950,163834,90,715,Employed,Divorced,Semiurban,0
43,Female,68064,3889,733606,212,644,Unemployed,Single,Urban,0
55,Male,45093,30410,790601,352,533,Employed,Widowed,Semiurban,0
63,Female,24844,28968,95583,158,314,Unemployed,Single,Urban,1
42,Female,24360,18976,401393,166,653,Employed,Divorced,Urban,0
28,Female,45322,23016,32502,121,782,Unemployed,Divorced,Urban,0
25,Male,22704,9211,8197,256,737,Unemployed,Divorced,Urban,0
25,Male,54646,22742,40229,188,319,Employed,Single,Urban,1
50,Female,50181,23553,291310,169,771,Self-employed,Widowed,Rural,0
24,Male,32589,29332,510506,333,461,Unemployed,Widowed,Rural,1
55,Male,11212,13089,467333,85,333,Employed,Single,Urban,0
38,Female,15850,48334,111298,12,414,Employed,Married,Rural,0
25,Female,41767,4436,496640,330,729,Self-employed,Married,Urban,0
38,Female,9322,17087,793207,92,320,Unemployed,Widowed,Urban,1
37,Female,37911,25428,529894,13,466,Self-employed,Married,Rural,0
25,Female,48580,8497,324425,41,595,Employed,Single,Rural,0
63,Male,52622,28154,798807,256,471,Unemployed,Widowed,Urban,0
48,Female,7678,26509,135708,105,463,Self-employed,Widowed,Rural,0
46,Male,67265,40404,394469,84,516,Unemployed,Single,Semiurban,0
65,Male,68918,44747,530107,291,498,Employed,Single,Rural,0
26,Female,23780,41833,81992,276,349,Self-employed,Single,Urban,0
32,Female,29506,34349,691733,226,797,Employed,Divorced,Semiurban,0
47,Male,44296,3957,449214,201,741,Employed,Married,Rural,0
43,Female,41882,37358,536848,231,629,Self-employed,Married,Rural,0
27,Male,62510,14913,684624,92,629,Self-employed,Widowed,Rural,0
46,Female,44202,9797,393769,63,593,Self-employed,Married,Rural,0
33,Female,3705,7531,261928,175,579,Employed,Widowed,Rural,0
53,Male,73533,13825,212317,102,663,Unemployed,Widowed,Urban,0
37,Male,42730,6911,607886,151,472,Unemployed,Divorced,Rural,0
62,Female,33051,32316,605212,23,453,Unemployed,Widowed,Semiurban,0
